political, tweet
NOT,"I am very sad I'll be missing the fun at Sigma Nu. The call of capitalism is a cruel one."
POLIT,"RT @Cynicor: Sometime MSNBC guest, pro assface Frank Gaffney: Obama is Muslim Am, communist, Hitler too. http://bit.ly/y0J7Z /WTF #p2 #tcot"
POLIT,"Alert!: Some people are planning for a revolution in the USA. STOP this Marxist and communist trends."
POLIT,"The Constitutional Side Of The Health Care Reform Bill http://bit.ly/7HYZQZ #conservative #hcr #iamthemob #gop"
POLIT,"Every once in a while, I can still be surprised. @yaronusa is an intelligent conservative who doesn't resort to insults to make a point."
POLIT,"RT @ExurbanJon Sen. Boxer's “Dress for Redress“: A conservative's guide to proper protest attire http://tinyurl.com/mxarku #tcot #obamacare"
POLIT,"RT: @stone_circle: Conservatives Battle Obama's Cult of Learning http://bit.ly/1XhC9j"
NOT,"~estraga tudo, enterra tudo, pÃƒÂ¡ de cal enterra todos na vala comum de um discurso [neo]liberal~ http://3.ly/0ci"
POLIT,"Teehee, I love the Socialist Party, and their pathetic attempts to get me to buy their ickle newspaper."
POLIT,"Why can't we change this? RT@feminismtoday Women in academia (especially) can't have it all #feminism http://bit.ly/1530HQ"
POLIT,"Most unheard of RT @alea_ Socialist US senator proposes most capitalist bill http://bit.ly/1BOqhq"
NOT,"'Rags': preaching to the liberal choir: Washington Post “When I was at Ralph, I was working on jean.. http://bit.ly/16GGE4"
POLIT,"@lizarddawg It's not advocating Socialism if your idea of single-payer is the patient paying 100% at time of service #PATMOS #HandsOff"
NOT,"Een archief van de anarchie is m.i. een contradictie RT @EricHennekam: Anarchism Web Archive http://webarchives.cdlib.org/a/Anarchism"
POLIT,"RT @tierneywigg http://tinyurl.com/klrona Thanks Daniel Hannan for making my choice of not voting @conservatives much easier! #welovetheNHS"
POLIT,"@MyrnaTheMinx That's it, just keep on repeating the Communist Party Line.Yes, you know better than anyone else what is best for everybody!"
POLIT,"says B.S. to that. Conservatives only want to make untold profits from human misery and suffering. HEALTH CARE FOR ALL OF US! GO!"
POLIT,"@JoeNBC Just imagining a 'moderate' Republican trying to run in a district that is not solidly GOP w/a conservative also in the race."
NOT,"Reading John Reed's 10 Days That Shook the World no better way to welcome the new year than a celebration of socialist revolution"
POLIT,"http://bit.ly/SNRed Europeans Seem to Realize that Socialism Isn't the Solution -- By: Veronique de Rugy"
NOT,"RATM rocks...i remember I saw them for free in 2000 in LA...then got pepper sprayed by LAPD because they thought I was riotting/anarchist."
NOT,"Listen to The Conservative Blues Show After Hour... on Tyranny Resistance anytime on BlogTalkRadio. http://tobtr.com/s/647096 #BlogTalkRadio"
POLIT,"I'm not a feminist or anything but Offshore Europe & the attitudes of pervy oil men old enough 2 b those girls dads doesn't half wind me up."
POLIT,"Recommended @exposeliberals to @MrTweet '@exposeliberals great in exposing the liberals out there' http://bit.ly/VsoH5"
NOT,"RT @jamescowley Osborne, Ã¢â‚¬ËœNo one takes pleasure from people making money from misery of others but that's a function of capitalist markets'"
POLIT,"Progressive Conservatism: property-owning democracy http://tiny.cc/tV1r5"
POLIT,"Hey fellow #conservatives, please follow my good friend @choppergt750 He's a vet and all around good guy. #tcot #military"
POLIT,"I'm glad Glenn Beck disgusts and offends liberals on a very personal level. Liberals disgust me, they are ruining America #tcot #glennbeck"
POLIT,"thinks its funny to hear conservatives talk about complainers about complainers about Obama as on the path to dictatorship..."
NOT,"Happy Father's Day to Fathers, Feminists and Slackers http://ow.ly/fiKb"
POLIT,"Socialists should oppose copyrights & the commodification of knowledge & culture as an obstacle to progress & creativity http://is.gd/2IjkZ"
POLIT,"My fear is that these conservatives making this fuss about the speech are robbing their kids of the right to form their own opinions."
POLIT,"RT @SoccerSealUSA “The Day I Met Sarah Palin...and the Liberal Media“ http://bit.ly/31Iv7N #tcot #ocra #sgp #goingrogue #spwbt #tycot"
NOT,"RT @huffingtonpost Steven Weber: Weather Declared “Socialist“ http://retwt.me/fBen"
POLIT,"RT @pwire: GOP congressman says he wants to hunt liberal Democrats... http://pwire.us/F2 #p2"
NOT,"Errand-ing for the Edge. Am slave of capitalism. Can only hope my shopping green and thrift loosens the chains."
POLIT,"RT @RockingtheRobin: RT @Racists should stop claiming to lead the Libertarian, Conservative, & Republican causes. They stand naked and ..."
POLIT,"@good4politics Would you call belief in a global communist conspiracy a philosophical prejudice?"
POLIT,"RT @PunditMom Progressives not focusing on fact that becoming a parent often makes people more political #nn09 #nnmomocrats"
POLIT,"http://bit.ly/dG5rI Tory flyer 'put patients at risk': A Conservative campaign leaflet contai.. http://bit.ly/juCyW"
POLIT,"RT @ConservativeInd: Save the baby seals... club a liberal...bumper sticker my little bro saw in Alaska.. LOL.. #tcot #ocra #p2 #teaparty"
POLIT,"http://is.gd/218sh Evidence that feminist societies are bound to fail."
NOT,"Teetering just under 100 followers. PLEASE HELP! Need 2 replace: spammers, bots, and a couple conservatives w/ real #MMOT 'ers!"
POLIT,"The Big Hate: The rise of right-wing extremism is being systematically fed by the conservative media and politic.. http://tinyurl.com/mqc98l"
POLIT,"@stopbeck mayB Lexus has found out that it is mostly the conservatives are the 1's who drive and can afford their sticker price?"
POLIT,"I can't believe parents don't want their kids to hear Obama's speech about staying in school. No socialism or brainwashing, but staying ..."
POLIT,"I refuse to be a Socialist!! I had fun last night thanks Court! ... http://lnk.ms/3DZ1C"
POLIT,"ItÃ¢â‚¬â„¢s called Ã¢â‚¬Å“communism,Ã¢â‚¬Â folks. http://bit.ly/RedFL"
POLIT,"Who will be Liberal Leader on Tuesday evening? http://twtpoll.com/mqy0c2 #twtpoll #spill"
POLIT,"report ComSymps RT @kimberlybryant @danieldelazion “Communism doesn't work because people like to own stuff.“ *"
POLIT,"Lots of talks this week: one last night on Middle Eastern peace, one now on the fall of communism, and one tonight by Roxana Saberi!"
POLIT,"Off to see the communists, then the nomads, the reformed...ish comunists and some of Europe too."
POLIT,"@markos I beleive he really did think so BUT, he totally underestimated the racial blowback (cloaked in “socialism & fascism“) factor. #hcr"
POLIT,"RT @jaketapper: “an interesting look from @TheFix at Neb. Dem Sen. Ben Nelson's pushback to liberal group's attack Ã‚Â» http://bit.ly/2fhCH“"
POLIT,"RT @crushtor: Whats the difference between sugar and the Liberal Party? The Libs can dissolve twice. #AUpolitics"
POLIT,"She and Justin Timberlake hurt my society DEEPLY, that liberals do not understand this is an inditement on liberals. Oh for fuck's sake."
POLIT,"McCarthy wuz right? RT @bcrumpton this car in front of me has a sticker that says socialism sucks. hahaha."
POLIT,"Millionaire Filmmaker Michael Moore: Ã¢â‚¬ËœCapitalism Did Nothing For MeÃ¢â‚¬â„¢ I think He will hae a “BIG ONE SOON!“ H1N1 #why Pepeng ..."
POLIT,"RT@bitchmedia Lady Gaga: “I'm not a feminist. I hail men, I love men.“ http://bit.ly/4DB4T5 . @ladygaga FAIL"
POLIT,"I have a list! RT @Revelation1217 Is America going to become Socialist? No - the U.S. has already adopted socialism: http://bit.ly/F1VK7"
POLIT,"@jonrb I might be a yellow dog liberal democrat lol but I do believe in morals and standards. I feel that we have to live above"
POLIT,"Where was Obama and the Socialists Democrats this week when the JOBLESS RATE increase by almost 8,000 new 'UNEMPLOYED'?"
POLIT,"Conservative Mobs? http://tinyurl.com/numuy3"
POLIT,"RT @RonPaulcom: Ron Paul Responds to Michael Moore: ItÃ¢â‚¬â„¢s Corporatism, Not Capitalism http://bit.ly/xpbcF - Thank you Dr. Paul. Thank you."
POLIT,"Love The PeoplesCube ! RT @douglasernstYLP: ThePeoplesCube--check it out. Funny conservative guys. http://thepeoplescube.com/"
POLIT,"RT @tahDeetz Liberal Mathematics 101 http://bit.ly/13Y2sB #accdf #beck #tcot #ac2c #hhrs #912 #sgp #tlot #gop #rush #teaparty"
POLIT,"Strange activity,Twitter says account suspended because of strange activity.Hope being Liberal Democrat is not considered strange activity."
NOT,"Hank Paulson, Venture Capitalist?: Hank Paulson tiptoed into the venture capital waters today.. http://bit.ly/bdxDU #vc (via@peHUB)"
NOT,"@eers89 Yeah, the reappropriation of the German aesthetic of the song for black/feminist/etc. USA revolution propaganda. Lots of material."
NOT,"Surprise! Apparently a logo on the new 2010 Olympic apparel resembles the Conservative Party logo RT @ctvbc: http://bit.ly/LwLah"
POLIT,"RT @RobMcNealy: Granny gets arrested 4 buying cold medicine: http://kl.am/NoMethGranny -This is what the War On DrugsÃ‚Â® gets us! #Libertarian"
NOT,"Progressive Realty just told us that our bond clean wasn't good enough. There was: “an insect in the window sill“."
POLIT,"RT @feminismtoday: Should your blog have an hCard? #feminism http://bit.ly/7AE3SW"
POLIT,"RT @chrislhayes-from @mattyglesias “progressive politics at its best isnÃ¢â‚¬â„¢t about bigger government but about attacking privilege and power.“"
POLIT,"rt @Sophiabiabia Who has higher expecatations and dissapoints more , #Obama or #blazers? -it's a tough Time now for liberal blazer fans"
NOT,"What if your passion and love for Christ had nothing to do with the title to your theology- liberal, conservative, reformed, etc..."
NOT,"@MelsVFP LOL. Well it's shiny red and one of the more conservative dresses I own since it comes to my knees. I just membered having it. Win!"
NOT,"Ok, so that was painful to watch, but enjoyed the feminist critique via Twitter! #MoretoLove"
POLIT,"RT @SenJohnMcCain: Joe Lieberman standing up for his principles on health care being viciously attacked by the liberal left.what a disgrace!"
POLIT,"The Swill have voted to ban minarets (Prayer Towers) what's next, no more Christian public baptisms? I thought the Swiss were more liberal?"
POLIT,"Repost! YOUR OBAMA AT WORK OBAMAS GLOBAL TAX! Progressives Back Obama Push for Global Tax! http://short.to/t6os"
NOT,"I'll throw hardcore, metal, progressive rock and another heavy genres today. I'm gonna listening to jazzy tasty music. It's better :x"
NOT,"On the fringes or in our own center? | Geek Feminism Blog http://bit.ly/jguKp #osbridge"
POLIT,"RT @MelissaTweets Conservatives are way more good humored, even in defeat, than liberals are, even in victory."
NOT,"what do 'tween' girls think about the magazines marketed at them? #feminism http://bit.ly/37g7qU"
POLIT,"Ooo, Michael Moore has a new movie. “Capitalism: A Love Story“"
POLIT,"EPA Jackson: people want to keep out cold and save on energy bills. “Environmentalism seems like enclave of the well-off.“ #AGIF"
POLIT,"America has grown up, despite liberal missives. The business world is well developed and capable of renewal. US govt expansion is not!"
POLIT,"RT @oldsoul85 Wow! http://bit.ly/42g1AN #libertarian #tlot"
POLIT,"PSYCHIC MOBSTER ON OBAMA: RACIST, SOCIALIST, CORRUPT, LIAR, DANGEROUS, NAIVE, FOOL...more >>http://tr.im/wTio #tcot #tlot #sgp #glenn #rush"
POLIT,"Univ of Toledo College Republicans Witch Hunting 4 Liberal Professors http://bit.ly/Bko6e"
POLIT,"RT @secupp: HuffPo wants u 2 boycott FOXNews advertisers. But, um, MSNBC & CNN advertise on FOX...what's a liberal to do? http://is.gd/2swmJ"
NOT,"for you i'd give up all i own, and move to a communist country, if you came with me, of course :T"
POLIT,"my favorite conservative poetess is back again - this time halloween and redistribution . . . on the blog - http://www.rwchicks.com"
POLIT,"#libertarian #politics Dr Rand Paul on Glenn #Beck With Judge #Napolitano http://ow.ly/O0B3"
POLIT,"Obama answers questions on conservative talk radio show; guarantees health reform will get done. http://ahlalerts.blogspot.com/"
POLIT,"@irasocol Apparently, the idea that the education of our youth is a shared community responsibility is one small step from socialism."
POLIT,"@LouYoungNY maybe you should study up a little on socialism and the insidiousness of it."
POLIT,"No lessons will be learned, but soon there will be anotherDubai built on shifting debt and so it goes on. http://bit.ly/8DTOJE #capitalism"
POLIT,"A new form of capitalism - and not that crazy of a concept....http://su.pr/6V8ph2 <-- Actually quite sane, says I..."
NOT,"Yard sale @ 3003 Waywood Dr. Murfreesboro all day! Help us teach Ava about capitalism & get some great deals all @ the same time!"
POLIT,"@abhishekrungta I understand that... but the framing of the quote sounds anti-capitalist... :)"
POLIT,"What Zedong? RT @OISAS8 “I am an old-fashioned Christian socialist.“ Kevin Rudd, Australian Financial Review, February 2003."
POLIT,"Citizens are Revolting againt the liberal washington 7 months of failure and attempt at dictatorship to the rest of the population WAKEUP"
NOT,"You're so provacative , Im so conservative"
NOT,"Twitter And The Revenue Dilemma. One thing every venture capitalist knows but rarely talks about is the “revenue pr http://bit.ly/MkYO2"
POLIT,"CBCtop: Tories making inroads in Toronto, poll suggests: After a summer that saw the federal Conservatives and Liberals http://url4.eu/Vl97"
POLIT,"The Conservative Party says it will make all past GCSE and A-level papers available online to track exam s.. http://tinyurl.com/lq59gx"
POLIT,"VAT tax + tax hikes for 250K+ coming to the US? This is bull. Who said we had progressive taxation in the US?"
NOT,"RT @teamwinnipeg RT @anarchists: @cardhesty @RosinaWilson: RT @sczepanski: gr8 pple @civlee @teamwinnipeg @SocialDivo @yearning4d_sky"
POLIT,"Teaspoons 101: I Am Not the Thought Police http://tiny.cc/Po3Fa #feminism"
POLIT,"@scifigirl I know, he was very politically right. and it is even said about him that he spied on Cary Grant who was a democrat + “communist"
POLIT,"@RonboTex What about Ted Roosevelt and Taft who busted the trusts and monolopies? Those were the results of free market capitalism."
POLIT,"Post Bombshell: Conservative Candidate Actually Ã¢â‚¬â€œ gasp ... - MichNews.com: Politicos, pundits and armchair campa.. http://tinyurl.com/larqxj"
POLIT,"Hilarious electoral factoid - 8.6% of Liberty and Democracy voters preferenced those agrarian socialists The National Party! Hahahaha!"
NOT,"RT @RAEthoven: the lady in the progressive commercials cracks me the hell up (You don't get a discount for agreeing with me...)"
POLIT,"@stephenasmith I just don't like the fact you have some conservative views, to see you appearing on Fox news breaks my heart"
POLIT,"So let me get this straightÃ¢â‚¬Â¦ Obama = Socialist AND Nazi? I think education reform better be next on the national agenda."
POLIT,"Conservative and blue dogs can boycott DC. Quorum problem? Stay in district and educate voters. Bipartisanship is over. #gop #tcot #majority"
